,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene,pct.diff
SCGB1A1,4.02E-49,4.501675856,0.913,0.472,5.74E-45,0,SCGB1A1,0.441
SLPI,1.23E-32,1.854456909,0.913,0.65,1.76E-28,0,SLPI,0.263
IGKC,1.44E-25,1.710618404,0.724,0.382,2.05E-21,0,IGKC,0.342
SCGB3A1,2.75E-24,1.763423765,0.949,0.728,3.93E-20,0,SCGB3A1,0.221
JUND,5.05E-23,0.930451567,0.862,0.602,7.20E-19,0,JUND,0.26
CXCL1,2.99E-21,1.693171195,0.622,0.22,4.27E-17,0,CXCL1,0.402
KRT7,4.98E-21,0.607415976,0.971,0.801,7.10E-17,0,KRT7,0.17
TMEM45A,1.34E-20,0.858631641,0.345,0.024,1.92E-16,0,TMEM45A,0.321
CXCL2,1.81E-20,1.264833241,0.847,0.496,2.58E-16,0,CXCL2,0.351
SFTPC,6.04E-17,1.026903419,0.844,0.663,8.62E-13,0,SFTPC,0.181
AHNAK,1.94E-15,0.555174161,0.713,0.402,2.77E-11,0,AHNAK,0.311
TM4SF1,3.75E-15,0.680091986,0.865,0.593,5.34E-11,0,TM4SF1,0.272
YBX3,6.32E-15,0.390272494,0.862,0.593,9.02E-11,0,YBX3,0.269
CXCL8,5.02E-14,1.488907379,0.713,0.431,7.16E-10,0,CXCL8,0.282
CD55,8.04E-13,0.58679094,0.967,0.85,1.15E-08,0,CD55,0.117
AKR1C1,2.48E-12,0.613832106,0.36,0.11,3.53E-08,0,AKR1C1,0.25
NCOA7,4.18E-12,0.806736185,0.876,0.638,5.96E-08,0,NCOA7,0.238
RPL32,4.46E-12,0.403243663,0.993,1,6.37E-08,0,RPL32,-0.007
SAT1,1.08E-11,0.473862993,0.996,0.984,1.55E-07,0,SAT1,0.012
CEBPD,1.16E-11,0.549531255,0.876,0.72,1.65E-07,0,CEBPD,0.156
SDC4,2.30E-11,0.627638099,0.898,0.728,3.28E-07,0,SDC4,0.17
FABP5,4.01E-11,0.665148223,0.385,0.142,5.72E-07,0,FABP5,0.243
MTRNR2L12,4.60E-11,1.20461892,0.738,0.524,6.56E-07,0,MTRNR2L12,0.214
PLCG2,7.28E-11,0.911394418,0.255,0.049,1.04E-06,0,PLCG2,0.206
CXCL3,9.72E-11,1.056404519,0.269,0.061,1.39E-06,0,CXCL3,0.208
ANXA1,1.61E-10,0.358564068,0.898,0.654,2.30E-06,0,ANXA1,0.244
RAC1,1.86E-10,0.348639724,0.815,0.634,2.65E-06,0,RAC1,0.181
RPL14,3.70E-10,0.371218081,0.989,1,5.28E-06,0,RPL14,-0.011
RHOBTB3,4.16E-10,0.371929216,0.338,0.114,5.94E-06,0,RHOBTB3,0.224
ERRFI1,1.57E-09,0.267693172,0.778,0.516,2.24E-05,0,ERRFI1,0.262
NAMPT,1.91E-09,0.529451927,0.589,0.374,2.73E-05,0,NAMPT,0.215
FOSB,5.71E-09,0.531735072,0.844,0.646,8.15E-05,0,FOSB,0.198
IGHM,1.24E-08,1.249706785,0.371,0.191,0.000177059,0,IGHM,0.18
NR4A1,1.31E-08,0.442564042,0.767,0.553,0.000186711,0,NR4A1,0.214
EZR,3.22E-08,0.337485116,0.964,0.919,0.000459994,0,EZR,0.045
RPL29,3.25E-08,0.313950437,0.978,0.992,0.000464291,0,RPL29,-0.014
KDM6B,4.83E-08,0.279426747,0.28,0.098,0.000688931,0,KDM6B,0.182
ADIRF,5.89E-08,0.36558164,0.884,0.72,0.000840067,0,ADIRF,0.164
ATF3,1.42E-07,0.43350451,0.625,0.411,0.002028968,0,ATF3,0.214
LDLR,2.35E-07,0.476347103,0.324,0.15,0.003353471,0,LDLR,0.174
ICAM1,2.92E-07,0.51297119,0.8,0.589,0.004172082,0,ICAM1,0.211
STEAP4,4.81E-07,0.422477393,0.825,0.642,0.006860056,0,STEAP4,0.183
NEDD4L,8.78E-07,0.377635328,0.633,0.476,0.012534297,0,NEDD4L,0.157
ALCAM,1.21E-06,0.471205704,0.382,0.224,0.017267457,0,ALCAM,0.158
MET,1.35E-06,0.310720425,0.338,0.171,0.019286244,0,MET,0.167
SOX4,2.25E-06,0.534593117,0.804,0.642,0.032093856,0,SOX4,0.162
TNFRSF12A,2.47E-06,0.325488816,0.367,0.187,0.035253612,0,TNFRSF12A,0.18
MUC4,3.29E-06,0.443434634,0.309,0.15,0.046961183,0,MUC4,0.159
EPAS1,3.79E-06,0.38728304,0.604,0.467,0.054140602,0,EPAS1,0.137
VEGFA,6.35E-06,0.428682432,0.291,0.146,0.090618355,0,VEGFA,0.145
CYP4B1,6.83E-06,0.301676693,0.836,0.663,0.097387298,0,CYP4B1,0.173
IGHA1,9.21E-06,0.583917564,0.698,0.561,0.131366935,0,IGHA1,0.137
GSTA1,1.02E-05,0.450490149,0.353,0.187,0.146113512,0,GSTA1,0.166
MAFF,1.13E-05,0.325027495,0.298,0.15,0.161436818,0,MAFF,0.148
ITPKC,1.33E-05,0.33736186,0.251,0.11,0.189877985,0,ITPKC,0.141
TOP1,1.42E-05,0.312874272,0.756,0.638,0.202307131,0,TOP1,0.118
MGP,1.45E-05,1.055707054,0.731,0.549,0.20750991,0,MGP,0.182
CCND1,1.73E-05,0.32914553,0.527,0.374,0.247433118,0,CCND1,0.153
WWTR1,1.83E-05,0.321514908,0.313,0.171,0.260966108,0,WWTR1,0.142
APOC1,2.01E-05,0.331086431,0.335,0.191,0.286494307,0,APOC1,0.144
KLF6,2.24E-05,0.37223299,0.88,0.744,0.319029864,0,KLF6,0.136
RPS10,2.51E-05,0.386787954,0.865,0.776,0.357966603,0,RPS10,0.089
LCN2,3.48E-05,0.53929244,0.705,0.524,0.497197009,0,LCN2,0.181
GOLGA4,0.000117882,0.341104846,0.349,0.22,1,0,GOLGA4,0.129
BIRC3,0.000124673,0.410500537,0.342,0.215,1,0,BIRC3,0.127
GNAS,0.000185292,0.268196451,0.913,0.862,1,0,GNAS,0.051
DDX21,0.000221637,0.27493908,0.385,0.264,1,0,DDX21,0.121
MT-ATP6,0.000253691,0.315426389,1,0.996,1,0,MT-ATP6,0.004
KLK11,0.000289541,0.253203552,0.775,0.642,1,0,KLK11,0.133
PHLDA2,0.000307346,0.304720835,0.32,0.199,1,0,PHLDA2,0.121
TMC5,0.000562864,0.326042778,0.811,0.687,1,0,TMC5,0.124
C1QA,0.000569848,0.257293537,0.298,0.187,1,0,C1QA,0.111
GPRC5A,0.000634003,0.328798955,0.96,0.907,1,0,GPRC5A,0.053
BRI3,0.000771734,0.28686439,0.338,0.232,1,0,BRI3,0.106
CEBPB,0.000864705,0.31551166,0.385,0.285,1,0,CEBPB,0.1
WSB1,0.001159394,0.310057954,0.895,0.809,1,0,WSB1,0.086
MT-ND3,0.001549601,0.288452431,1,0.996,1,0,MT-ND3,0.004
RAB11FIP1,0.002141704,0.341929007,0.484,0.382,1,0,RAB11FIP1,0.102
ODF2L,0.002349159,0.290825544,0.324,0.232,1,0,ODF2L,0.092
JMJD1C,0.002968275,0.254342055,0.32,0.228,1,0,JMJD1C,0.092
BHLHE40,0.006402501,0.273471463,0.571,0.463,1,0,BHLHE40,0.108
WFDC2,0.006500207,0.283574513,0.978,0.972,1,0,WFDC2,0.006
NFKBIZ,0.006556057,0.326286409,0.4,0.333,1,0,NFKBIZ,0.067
NAPSA,8.89E-63,1.450501326,1,0.657,1.27E-58,1,NAPSA,0.343
CD74,9.64E-60,1.265740411,1,0.97,1.38E-55,1,CD74,0.03
HLA-DPA1,1.97E-58,1.181011427,1,0.842,2.80E-54,1,HLA-DPA1,0.158
HLA-DRB1,7.20E-58,1.167911449,1,0.862,1.03E-53,1,HLA-DRB1,0.138
HLA-DRB5,3.60E-56,1.11663372,0.996,0.741,5.13E-52,1,HLA-DRB5,0.255
PGRMC1,8.20E-56,1.076779784,0.996,0.707,1.17E-51,1,PGRMC1,0.289
ARHGDIB,2.22E-53,1.102518544,0.987,0.697,3.17E-49,1,ARHGDIB,0.29
HLA-DRA,6.05E-52,0.994105958,1,0.946,8.64E-48,1,HLA-DRA,0.054
HLA-DMA,1.84E-51,0.983620659,0.978,0.667,2.63E-47,1,HLA-DMA,0.311
AQP3,2.26E-51,1.049491394,1,0.771,3.23E-47,1,AQP3,0.229
LGALS3BP,9.92E-49,0.919817428,1,0.855,1.42E-44,1,LGALS3BP,0.145
C4BPA,7.07E-48,1.14318011,0.964,0.549,1.01E-43,1,C4BPA,0.415
LDHB,7.13E-47,0.903831872,0.987,0.842,1.02E-42,1,LDHB,0.145
HLA-DPB1,9.32E-47,1.054740901,1,0.811,1.33E-42,1,HLA-DPB1,0.189
HLA-C,2.33E-45,0.823162487,0.996,0.926,3.33E-41,1,HLA-C,0.07
SFTPD,3.62E-45,1.470991134,0.987,0.609,5.16E-41,1,SFTPD,0.378
SPINK1,5.04E-45,1.814938684,0.933,0.586,7.19E-41,1,SPINK1,0.347
CLDN10,4.62E-43,0.919224373,0.67,0.091,6.59E-39,1,CLDN10,0.579
BCAP31,9.54E-40,0.717583482,0.973,0.704,1.36E-35,1,BCAP31,0.269
SRP9,2.85E-38,0.678726845,0.96,0.721,4.06E-34,1,SRP9,0.239
LAPTM4B,3.16E-38,0.746290012,0.924,0.542,4.51E-34,1,LAPTM4B,0.382
PPP1R1B,3.08E-37,0.762212724,0.603,0.084,4.40E-33,1,PPP1R1B,0.519
RACK1,3.60E-37,0.59828165,1,0.99,5.14E-33,1,RACK1,0.01
PGK1,1.45E-36,0.724029404,0.951,0.734,2.07E-32,1,PGK1,0.217
SELENBP1,8.14E-36,0.754884315,0.955,0.707,1.16E-31,1,SELENBP1,0.248
EEF1A1,1.25E-35,0.559166368,1,1,1.78E-31,1,EEF1A1,0
EPCAM,3.65E-35,0.708280395,0.996,0.882,5.21E-31,1,EPCAM,0.114
SPINT2,1.12E-34,0.658063662,1,0.916,1.59E-30,1,SPINT2,0.084
HLA-B,1.51E-34,0.656019313,1,1,2.15E-30,1,HLA-B,0
SLC25A5,1.78E-34,0.735195227,0.991,0.842,2.54E-30,1,SLC25A5,0.149
GSTA4,1.88E-34,0.734678437,0.826,0.354,2.68E-30,1,GSTA4,0.472
FMO5,2.22E-34,0.874898553,0.763,0.283,3.17E-30,1,FMO5,0.48
NINJ2,3.87E-34,0.644590162,0.545,0.067,5.53E-30,1,NINJ2,0.478
HLA-A,4.49E-34,0.704908106,1,0.993,6.41E-30,1,HLA-A,0.007
THBS4,5.31E-34,0.672673131,0.509,0.047,7.58E-30,1,THBS4,0.462
SEPHS2,1.62E-33,0.680935956,0.835,0.404,2.31E-29,1,SEPHS2,0.431
NQO1,3.18E-33,0.674355905,0.598,0.101,4.54E-29,1,NQO1,0.497
HLA-DQA2,8.12E-33,0.726953743,0.746,0.249,1.16E-28,1,HLA-DQA2,0.497
HSD17B11,9.15E-33,0.738844489,0.888,0.599,1.31E-28,1,HSD17B11,0.289
AGPAT2,1.10E-32,0.798917735,0.857,0.488,1.56E-28,1,AGPAT2,0.369
GPR160,1.29E-32,0.661293462,0.647,0.145,1.84E-28,1,GPR160,0.502
LMAN2,1.32E-32,0.687032657,0.929,0.69,1.88E-28,1,LMAN2,0.239
POLR2C,1.61E-32,0.612241682,0.621,0.125,2.29E-28,1,POLR2C,0.496
CEACAM5,2.01E-32,0.734642803,0.772,0.296,2.87E-28,1,CEACAM5,0.476
RAB20,2.43E-32,0.695273241,0.589,0.118,3.47E-28,1,RAB20,0.471
SMPDL3A,3.64E-32,0.642446539,0.527,0.071,5.20E-28,1,SMPDL3A,0.456
HLA-DMB,3.84E-32,0.640195408,0.759,0.279,5.48E-28,1,HLA-DMB,0.48
TMEM243,3.95E-32,0.603202935,0.674,0.178,5.63E-28,1,TMEM243,0.496
FCGRT,4.23E-32,0.619426379,0.96,0.707,6.04E-28,1,FCGRT,0.253
HLA-DQA1,5.35E-32,0.831388416,0.924,0.593,7.63E-28,1,HLA-DQA1,0.331
CXCL17,7.55E-32,0.710020568,1,0.946,1.08E-27,1,CXCL17,0.054
ASRGL1,7.81E-32,0.630740789,0.549,0.077,1.11E-27,1,ASRGL1,0.472
MALL,1.03E-31,0.723463196,0.978,0.764,1.48E-27,1,MALL,0.214
CTSH,1.08E-31,0.759444493,0.996,0.737,1.54E-27,1,CTSH,0.259
HLA-DQB1,1.13E-31,0.662255472,0.978,0.704,1.62E-27,1,HLA-DQB1,0.274
TMED9,1.58E-31,0.682988449,0.942,0.727,2.25E-27,1,TMED9,0.215
SMIM30,2.16E-31,0.601172396,0.786,0.357,3.08E-27,1,SMIM30,0.429
HSD17B6,2.68E-31,0.724654945,0.625,0.128,3.82E-27,1,HSD17B6,0.497
VBP1,3.03E-31,0.576383399,0.576,0.108,4.32E-27,1,VBP1,0.468
PRSS8,3.83E-31,0.686512234,0.924,0.646,5.47E-27,1,PRSS8,0.278
C16orf89,8.88E-31,0.852731701,0.96,0.774,1.27E-26,1,C16orf89,0.186
ANXA4,1.37E-30,0.721018886,0.942,0.7,1.96E-26,1,ANXA4,0.242
SYNGR2,1.80E-30,0.612005082,0.964,0.714,2.57E-26,1,SYNGR2,0.25
MORF4L2,2.76E-30,0.56490561,0.942,0.727,3.94E-26,1,MORF4L2,0.215
APOD,5.45E-30,1.139495643,0.866,0.65,7.77E-26,1,APOD,0.216
AL162511.1,1.48E-29,0.763839896,0.54,0.094,2.11E-25,1,AL162511.1,0.446
PEBP1,1.64E-29,0.599772718,0.991,0.835,2.34E-25,1,PEBP1,0.156
ALDH9A1,1.70E-29,0.592053204,0.594,0.138,2.42E-25,1,ALDH9A1,0.456
LY6E,2.10E-29,0.699886153,0.982,0.899,3.00E-25,1,LY6E,0.083
ARV1,2.17E-29,0.531432011,0.545,0.094,3.10E-25,1,ARV1,0.451
CEACAM6,2.89E-29,0.604273709,0.987,0.727,4.12E-25,1,CEACAM6,0.26
TXNDC17,4.45E-29,0.755896608,0.924,0.7,6.35E-25,1,TXNDC17,0.224
RAMP1,4.46E-29,0.627708216,0.603,0.135,6.36E-25,1,RAMP1,0.468
PLD3,7.32E-29,0.629341809,0.929,0.657,1.05E-24,1,PLD3,0.272
BEX3,9.96E-29,0.607728922,0.964,0.764,1.42E-24,1,BEX3,0.2
LAPTM4A,1.03E-28,0.559405372,0.973,0.902,1.48E-24,1,LAPTM4A,0.071
TMED2,1.07E-28,0.549833944,0.96,0.771,1.53E-24,1,TMED2,0.189
JTB,1.10E-28,0.567911838,0.938,0.778,1.57E-24,1,JTB,0.16
SCPEP1,1.16E-28,0.615757503,0.924,0.7,1.66E-24,1,SCPEP1,0.224
PLA2G10,1.17E-28,0.636257901,0.558,0.108,1.67E-24,1,PLA2G10,0.45
TMCO1,1.20E-28,0.60039102,0.92,0.69,1.71E-24,1,TMCO1,0.23
MGLL,1.59E-28,0.602230436,0.902,0.589,2.27E-24,1,MGLL,0.313
TCEAL8,2.41E-28,0.520185729,0.915,0.623,3.44E-24,1,TCEAL8,0.292
MBIP,3.27E-28,0.602415237,0.946,0.704,4.67E-24,1,MBIP,0.242
HOXD1,3.42E-28,0.583561482,0.446,0.044,4.88E-24,1,HOXD1,0.402
SFTA2,9.92E-28,0.672930314,0.991,0.734,1.42E-23,1,SFTA2,0.257
ECH1,1.30E-27,0.530247401,0.942,0.677,1.85E-23,1,ECH1,0.265
ACSM3,1.60E-27,0.500775288,0.438,0.044,2.28E-23,1,ACSM3,0.394
ISCU,6.90E-27,0.509195275,0.924,0.673,9.85E-23,1,ISCU,0.251
CETN2,6.99E-27,0.551258133,0.848,0.492,9.97E-23,1,CETN2,0.356
TCIM,8.03E-27,0.939056627,0.969,0.838,1.15E-22,1,TCIM,0.131
ARL2BP,9.71E-27,0.522422039,0.562,0.135,1.39E-22,1,ARL2BP,0.427
SMIM22,1.90E-26,0.552376417,0.955,0.707,2.71E-22,1,SMIM22,0.248
P4HB,2.56E-26,0.551128031,0.978,0.835,3.65E-22,1,P4HB,0.143
RPL7,2.80E-26,0.48703264,1,0.987,3.99E-22,1,RPL7,0.013
GADD45G,5.38E-26,0.778629271,0.643,0.202,7.67E-22,1,GADD45G,0.441
VKORC1,5.94E-26,0.539715814,0.795,0.424,8.47E-22,1,VKORC1,0.371
PRR15L,6.24E-26,0.62389009,0.79,0.404,8.90E-22,1,PRR15L,0.386
TCEA3,6.28E-26,0.550053689,0.656,0.212,8.96E-22,1,TCEA3,0.444
ZBED5-AS1,6.57E-26,0.496340691,0.518,0.101,9.37E-22,1,ZBED5-AS1,0.417
PON3,8.27E-26,0.633379344,0.531,0.121,1.18E-21,1,PON3,0.41
SDHC,8.63E-26,0.538536836,0.879,0.616,1.23E-21,1,SDHC,0.263
CREB3L1,9.95E-26,0.557655436,0.531,0.114,1.42E-21,1,CREB3L1,0.417
IFT57,1.11E-25,0.61720331,0.902,0.68,1.58E-21,1,IFT57,0.222
SLC39A8,1.47E-25,0.609647526,0.746,0.337,2.09E-21,1,SLC39A8,0.409
ATP6V0E1,2.16E-25,0.503076785,0.996,0.811,3.08E-21,1,ATP6V0E1,0.185
SRD5A3,2.37E-25,0.547695352,0.527,0.114,3.38E-21,1,SRD5A3,0.413
MVP,3.30E-25,0.562753482,0.929,0.68,4.70E-21,1,MVP,0.249
RPL10,3.72E-25,0.455167623,1,1,5.30E-21,1,RPL10,0
NPM1,4.47E-25,0.493034365,1,0.966,6.38E-21,1,NPM1,0.034
BNIP3L,6.55E-25,0.444799172,0.879,0.566,9.34E-21,1,BNIP3L,0.313
RPS4X,6.72E-25,0.426493779,1,0.993,9.59E-21,1,RPS4X,0.007
TMEM37,7.43E-25,0.434848842,0.388,0.034,1.06E-20,1,TMEM37,0.354
H3F3B,1.01E-24,0.44417574,1,0.997,1.44E-20,1,H3F3B,0.003
TRAPPC1,1.11E-24,0.514294666,0.906,0.646,1.59E-20,1,TRAPPC1,0.26
CRABP2,1.20E-24,0.678174033,0.714,0.32,1.71E-20,1,CRABP2,0.394
TRADD,1.32E-24,0.479084358,0.585,0.155,1.88E-20,1,TRADD,0.43
TCEAL1,1.40E-24,0.436678951,0.451,0.067,2.00E-20,1,TCEAL1,0.384
HNRNPA1,1.80E-24,0.459654639,1,0.973,2.58E-20,1,HNRNPA1,0.027
SEC11C,2.22E-24,0.626515304,0.871,0.616,3.17E-20,1,SEC11C,0.255
TIMP1,3.04E-24,0.693632416,0.946,0.815,4.34E-20,1,TIMP1,0.131
GGTLC1,3.44E-24,0.600042924,0.527,0.118,4.91E-20,1,GGTLC1,0.409
TUFM,4.82E-24,0.47644081,0.911,0.653,6.88E-20,1,TUFM,0.258
LGMN,5.16E-24,0.518928483,0.772,0.387,7.37E-20,1,LGMN,0.385
TMEM219,8.95E-24,0.420464372,0.906,0.653,1.28E-19,1,TMEM219,0.253
RNASET2,9.22E-24,0.511874181,0.554,0.152,1.31E-19,1,RNASET2,0.402
PDIA6,1.05E-23,0.536320225,0.938,0.744,1.50E-19,1,PDIA6,0.194
SNX3,1.41E-23,0.457553607,0.929,0.697,2.01E-19,1,SNX3,0.232
IFI27L2,1.42E-23,0.520171218,0.554,0.141,2.02E-19,1,IFI27L2,0.413
SARAF,1.67E-23,0.496121619,0.955,0.788,2.38E-19,1,SARAF,0.167
POLR3GL,2.37E-23,0.466332572,0.504,0.111,3.37E-19,1,POLR3GL,0.393
TXNDC12,2.75E-23,0.468842241,0.576,0.158,3.93E-19,1,TXNDC12,0.418
MRPS34,2.96E-23,0.527618633,0.692,0.293,4.22E-19,1,MRPS34,0.399
DEGS2,3.35E-23,0.410918959,0.42,0.061,4.77E-19,1,DEGS2,0.359
ACSL5,3.80E-23,0.514891549,0.817,0.461,5.42E-19,1,ACSL5,0.356
PEBP4,4.44E-23,0.774908294,0.728,0.357,6.33E-19,1,PEBP4,0.371
KDELR1,5.27E-23,0.441716233,0.897,0.65,7.52E-19,1,KDELR1,0.247
FAM3B,5.98E-23,0.526876595,0.585,0.165,8.53E-19,1,FAM3B,0.42
FGGY,7.91E-23,0.507683627,0.607,0.185,1.13E-18,1,FGGY,0.422
NAXE,8.39E-23,0.497021658,0.567,0.172,1.20E-18,1,NAXE,0.395
TSC22D3,8.41E-23,0.698997333,1,0.872,1.20E-18,1,TSC22D3,0.128
DEXI,1.01E-22,0.40514618,0.469,0.088,1.44E-18,1,DEXI,0.381
TUBB2A,1.27E-22,0.673681347,0.491,0.114,1.81E-18,1,TUBB2A,0.377
UCP2,1.36E-22,0.543636019,0.562,0.162,1.94E-18,1,UCP2,0.4
SSR4,1.63E-22,0.566929668,0.996,0.919,2.32E-18,1,SSR4,0.077
ARF1,1.66E-22,0.476242101,0.969,0.835,2.37E-18,1,ARF1,0.134
CLDN7,1.79E-22,0.521456113,0.951,0.798,2.55E-18,1,CLDN7,0.153
ATP6AP1,2.15E-22,0.484434434,0.576,0.185,3.07E-18,1,ATP6AP1,0.391
SELENOW,2.21E-22,0.494647529,0.991,0.865,3.15E-18,1,SELENOW,0.126
TMEM125,2.48E-22,0.461584777,0.786,0.455,3.54E-18,1,TMEM125,0.331
VDAC3,2.58E-22,0.434665675,0.549,0.145,3.68E-18,1,VDAC3,0.404
SUPT4H1,2.61E-22,0.472577975,0.58,0.172,3.73E-18,1,SUPT4H1,0.408
CIRBP,2.64E-22,0.491544185,0.987,0.919,3.77E-18,1,CIRBP,0.068
GPRC5C,3.53E-22,0.501010223,0.576,0.172,5.04E-18,1,GPRC5C,0.404
CUTA,3.64E-22,0.436954384,0.897,0.68,5.20E-18,1,CUTA,0.217
PFN1,3.85E-22,0.477550374,0.991,0.862,5.49E-18,1,PFN1,0.129
PRR13,4.74E-22,0.462639297,0.879,0.609,6.77E-18,1,PRR13,0.27
CD63,4.77E-22,0.478821674,1,0.987,6.81E-18,1,CD63,0.013
MMP24OS,5.87E-22,0.416299065,0.888,0.589,8.38E-18,1,MMP24OS,0.299
FBXW5,6.90E-22,0.418769074,0.589,0.168,9.85E-18,1,FBXW5,0.421
SNHG25,8.90E-22,0.523506442,0.853,0.589,1.27E-17,1,SNHG25,0.264
CNIH4,9.10E-22,0.463350002,0.768,0.411,1.30E-17,1,CNIH4,0.357
ENSA,1.06E-21,0.490191761,0.938,0.71,1.51E-17,1,ENSA,0.228
KRTCAP3,1.15E-21,0.448358127,0.812,0.478,1.64E-17,1,KRTCAP3,0.334
RNF5,1.21E-21,0.498234721,0.554,0.158,1.72E-17,1,RNF5,0.396
DBI,1.29E-21,0.454639556,0.96,0.737,1.84E-17,1,DBI,0.223
BCKDK,1.33E-21,0.448037514,0.491,0.114,1.90E-17,1,BCKDK,0.377
GLO1,1.42E-21,0.488642615,0.75,0.377,2.02E-17,1,GLO1,0.373
TMEM9,1.83E-21,0.42754106,0.589,0.172,2.61E-17,1,TMEM9,0.417
LGSN,1.92E-21,0.369097464,0.402,0.057,2.74E-17,1,LGSN,0.345
ACAA2,2.28E-21,0.38805065,0.438,0.081,3.25E-17,1,ACAA2,0.357
PYCR2,2.29E-21,0.509279398,0.496,0.131,3.27E-17,1,PYCR2,0.365
SULT1A1,2.32E-21,0.408769372,0.482,0.108,3.31E-17,1,SULT1A1,0.374
MAGEF1,2.40E-21,0.419142333,0.531,0.145,3.42E-17,1,MAGEF1,0.386
ILF2,2.43E-21,0.509475929,0.853,0.63,3.47E-17,1,ILF2,0.223
GSDMD,2.59E-21,0.494534349,0.562,0.178,3.69E-17,1,GSDMD,0.384
NEU1,3.09E-21,0.464865414,0.527,0.141,4.41E-17,1,NEU1,0.386
PMF1,3.28E-21,0.50701376,0.728,0.384,4.68E-17,1,PMF1,0.344
UBE2A,3.93E-21,0.420578628,0.562,0.165,5.60E-17,1,UBE2A,0.397
RPL26L1,4.50E-21,0.439065623,0.518,0.145,6.43E-17,1,RPL26L1,0.373
CLDN3,6.81E-21,0.410207187,0.92,0.667,9.72E-17,1,CLDN3,0.253
ASAH1,7.02E-21,0.479785012,0.969,0.899,1.00E-16,1,ASAH1,0.07
CCDC115,7.73E-21,0.379249835,0.487,0.114,1.10E-16,1,CCDC115,0.373
NME4,9.29E-21,0.439165027,0.478,0.118,1.33E-16,1,NME4,0.36
NUCB1,9.37E-21,0.444230414,0.853,0.556,1.34E-16,1,NUCB1,0.297
CALR,9.41E-21,0.490771555,0.955,0.788,1.34E-16,1,CALR,0.167
TMEM59,1.05E-20,0.463318743,0.973,0.926,1.50E-16,1,TMEM59,0.047
TPD52,1.09E-20,0.497197467,0.567,0.195,1.56E-16,1,TPD52,0.372
PLEKHB1,1.19E-20,0.348044055,0.339,0.034,1.70E-16,1,PLEKHB1,0.305
ATP6V0D1,1.35E-20,0.455178837,0.576,0.199,1.92E-16,1,ATP6V0D1,0.377
TSTA3,1.42E-20,0.49704274,0.629,0.246,2.02E-16,1,TSTA3,0.383
SSR2,1.55E-20,0.476986426,0.942,0.832,2.21E-16,1,SSR2,0.11
CDIPT,2.06E-20,0.468784018,0.545,0.162,2.94E-16,1,CDIPT,0.383
TMEM159,2.11E-20,0.388286586,0.518,0.138,3.00E-16,1,TMEM159,0.38
HOPX,2.12E-20,0.520971249,0.996,0.842,3.02E-16,1,HOPX,0.154
MRPS23,2.14E-20,0.404688409,0.567,0.172,3.06E-16,1,MRPS23,0.395
RNF167,2.19E-20,0.413626108,0.567,0.182,3.13E-16,1,RNF167,0.385
ADIPOR1,2.39E-20,0.505229638,0.665,0.296,3.42E-16,1,ADIPOR1,0.369
UBB,2.53E-20,0.404861644,1,0.976,3.62E-16,1,UBB,0.024
SLC50A1,2.71E-20,0.41853719,0.473,0.111,3.86E-16,1,SLC50A1,0.362
MIEN1,3.07E-20,0.454214779,0.554,0.182,4.38E-16,1,MIEN1,0.372
SCAMP3,3.18E-20,0.419505097,0.504,0.135,4.54E-16,1,SCAMP3,0.369
DPM3,3.21E-20,0.50661436,0.696,0.36,4.58E-16,1,DPM3,0.336
PMVK,3.51E-20,0.481144436,0.594,0.205,5.01E-16,1,PMVK,0.389
CRYM,4.20E-20,0.517652158,0.549,0.172,5.99E-16,1,CRYM,0.377
COQ4,4.43E-20,0.434583874,0.482,0.128,6.32E-16,1,COQ4,0.354
EGFL7,4.56E-20,0.397487764,0.388,0.061,6.50E-16,1,EGFL7,0.327
BFAR,5.18E-20,0.423639342,0.585,0.189,7.39E-16,1,BFAR,0.396
SLC34A2,6.06E-20,0.50655766,0.987,0.785,8.65E-16,1,SLC34A2,0.202
ANAPC13,6.33E-20,0.438885775,0.558,0.182,9.03E-16,1,ANAPC13,0.376
RDH14,6.36E-20,0.362128795,0.455,0.101,9.07E-16,1,RDH14,0.354
CYC1,6.69E-20,0.449879543,0.665,0.286,9.55E-16,1,CYC1,0.379
SUMO1,7.15E-20,0.400434893,0.879,0.663,1.02E-15,1,SUMO1,0.216
BCAT2,8.11E-20,0.370842448,0.438,0.094,1.16E-15,1,BCAT2,0.344
TECR,8.19E-20,0.413685941,0.879,0.68,1.17E-15,1,TECR,0.199
RAB5C,1.06E-19,0.459987049,0.83,0.569,1.52E-15,1,RAB5C,0.261
ATRAID,1.10E-19,0.430931715,0.875,0.633,1.58E-15,1,ATRAID,0.242
VPS25,1.15E-19,0.403525434,0.518,0.145,1.64E-15,1,VPS25,0.373
TCTN1,1.16E-19,0.338230816,0.411,0.074,1.65E-15,1,TCTN1,0.337
C1QBP,1.28E-19,0.428450717,0.884,0.667,1.82E-15,1,C1QBP,0.217
MPC1,1.32E-19,0.462268605,0.567,0.199,1.88E-15,1,MPC1,0.368
POLR2E,1.41E-19,0.417808061,0.616,0.236,2.01E-15,1,POLR2E,0.38
HLA-E,1.43E-19,0.45194706,0.964,0.865,2.04E-15,1,HLA-E,0.099
FUCA1,1.58E-19,0.458948886,0.589,0.209,2.25E-15,1,FUCA1,0.38
