p_val	avg_log2FC	pct.1	pct.2	p_val_adj
NEBL-AS1	0.936393570958312	0.737308515228441	0.014	0.013	1
SNAI3	0.936393570958312	2.24597172562585	0.014	0.013	1
ZNF575	0.936393570958312	0.624446596667816	0.014	0.013	1
CCNYL1	0.936760709484106	0.749341493818809	0.071	0.071	1
SUPT3H	0.936760709484106	0.509409797268537	0.071	0.071	1
RWDD4	0.937113544045838	1.54806511803135	0.18	0.206	1
KDM3A	0.937279454442838	1.65720299062239	0.109	0.116	1
CD274	0.937508885219062	-0.829370929580092	0.027	0.026	1
YY1AP1	0.937745998228093	0.426531572439829	0.249	0.271	1
PMS2	0.937916776566652	0.827764115806619	0.052	0.052	1
CASP4	0.938633501916683	0.576657917766848	0.273	0.303	1
CALU	0.938633503978654	0.478620361858089	0.276	0.297	1
RPAP3	0.938682008000701	0.891040433582917	0.134	0.148	1
LETM1	0.938682008000701	0.548216536264795	0.137	0.142	1
SUPT6H	0.938847107526144	0.53225165591796	0.186	0.2	1
CCDC57	0.938918385806206	0.290794675412902	0.276	0.31	1
TMEM40	0.938932750686838	0.590347419079477	0.014	0.013	1
PRKN	0.938932750686838	1.52335176932418	0.014	0.013	1
KCTD21-AS1	0.938932750686838	1.85509704390325	0.014	0.013	1
VAMP1	0.938932750686838	0.297631343810385	0.014	0.013	1
ASPHD1	0.938932750686838	2.11438242194651	0.014	0.013	1
LAG3	0.938985664180637	0.267865560365182	0.096	0.103	1
SCAMP1	0.939095318919596	1.5296228418246	0.148	0.155	1
WDR53	0.939316673122555	-2.55976926122617	0.027	0.026	1
ZC3HAV1	0.939368767822371	0.41673602018941	0.158	0.168	1
TCF20	0.939378327632986	1.5401254702831	0.093	0.097	1
C20orf194	0.939476761784184	-0.750745795800745	0.098	0.097	1
CEPT1	0.939562486865912	0.548231743987028	0.115	0.123	1
INPP5B	0.93977763405418	1.43866156933409	0.066	0.071	1
MRPL30	0.939927120355787	1.48218403827179	0.096	0.097	1
ZC3H7B	0.940159835417252	0.917583938067127	0.158	0.168	1
FAM83A	0.940172452543019	0.768240685411251	0.071	0.071	1
SUPT5H	0.940558557077245	0.620971494331779	0.24	0.258	1
MCM4	0.940612085586523	1.38825018348246	0.055	0.058	1
PXYLP1	0.940624354244239	-0.831497140988898	0.046	0.045	1
DOCK7	0.940633804985933	1.56457875962312	0.085	0.09	1
ADAMTS10	0.941424239322327	0.475149082884081	0.03	0.032	1
FAM198B	0.941469192699293	2.02386345118098	0.033	0.032	1
DUBR	0.941472551457212	0.268147488820915	0.014	0.013	1
HEY2	0.941472551457212	1.98052182559058	0.014	0.013	1
AC048341.2	0.941472551457212	-0.327490616500427	0.014	0.013	1
SALL4	0.941472551457212	1.64445688968909	0.014	0.013	1
ATP8B2	0.941777400968987	-1.70659864069143	0.025	0.026	1
CACNA1D	0.941777400968987	0.485145070362538	0.025	0.026	1
MAPKBP1	0.941872277984551	0.620187439743304	0.052	0.052	1
RBM17	0.941873732890365	0.926960873185934	0.331	0.374	1
ZUP1	0.942076197398026	1.48613933579489	0.06	0.065	1
NEK7	0.942226697180753	0.564992127837574	0.142	0.148	1
TIMP2	0.942398775594945	0.664376528822487	0.137	0.148	1
PPFIBP1	0.942447561969024	1.14462524608727	0.071	0.071	1
GFOD2	0.942806232772764	0.777926508332818	0.057	0.058	1
ZNF182	0.943115110949792	1.94670336162441	0.033	0.032	1
CCDC93	0.943161982192363	1.55451950888433	0.055	0.058	1
NUDT12	0.943161982192363	1.2370697927641	0.055	0.058	1
MRPS27	0.943371819423126	1.13226782106404	0.167	0.187	1
ANKRD35	0.944012947535225	2.19843817240297	0.014	0.013	1
WNT3A	0.944012947535225	0.257082005756446	0.014	0.013	1
TMEM182	0.944012947535225	-0.299812962940801	0.014	0.013	1
ZNF589	0.944012947535225	0.442719211720189	0.014	0.013	1
ZBTB7C	0.944181253754849	1.07142025558329	0.049	0.052	1
KLHL23	0.94474100713854	1.30219433413348	0.107	0.116	1
RARA	0.945061185669643	0.937183937135748	0.18	0.2	1
CHRAC1	0.945094477876428	0.286374710655451	0.235	0.265	1
MFN2	0.945272836240606	1.64529783252704	0.15	0.168	1
ZYG11B	0.945436916056724	0.850580473097767	0.137	0.142	1
CDKN2C	0.945527654800852	1.29616846656988	0.025	0.026	1
BCLAF3	0.945578627710809	0.510689998138393	0.077	0.077	1
UQCRC1	0.945785104247553	0.463609704245649	0.369	0.419	1
NOC3L	0.945821575585117	-0.426200257019719	0.101	0.103	1
UBQLN2	0.94596426954287	0.637046946580594	0.158	0.174	1
SMN2	0.94640766921777	1.75380003234854	0.033	0.032	1
CENPP	0.94640766921777	0.731783106960756	0.033	0.032	1
MS4A6A	0.946525681738922	-0.329401520966798	0.044	0.045	1
AC007881.3	0.946553913168502	-0.532883486046926	0.014	0.013	1
KCNN2	0.946553913168502	-0.533943180882988	0.014	0.013	1
ZNF483	0.946553913168502	-0.374359101727162	0.014	0.013	1
LRMP	0.946553913168502	-1.32633621182682	0.014	0.013	1
DPH1	0.946553913168502	-0.336915750791442	0.014	0.013	1
L3MBTL1	0.946553913168502	-1.34925769886741	0.014	0.013	1
VPS26C	0.946621569398785	0.427380300730114	0.156	0.168	1
SLC35A3	0.946672859116287	1.09497663080255	0.221	0.252	1
DHDDS	0.946750595246364	0.751077314448315	0.101	0.11	1
RNLS	0.946946465315765	1.0929594723417	0.06	0.065	1
MELTF	0.947148494005444	0.554074858737476	0.052	0.052	1
SHH	0.947148494005444	1.31904339428854	0.052	0.052	1
HMGA1P4	0.947403239733809	0.792763342905231	0.025	0.026	1
KRT80	0.947403239733809	0.564995294853339	0.025	0.026	1
DHX58	0.947717235109459	-1.30554306268394	0.074	0.077	1
ZNF37A	0.947740161902373	0.537264536545402	0.126	0.129	1
ATXN2L	0.947815180999818	0.621895496058442	0.15	0.161	1
CARF	0.947826738114642	0.933642217708563	0.057	0.058	1
C16orf72	0.947902083246098	0.684104815828772	0.262	0.297	1
AC116407.1	0.948054295218257	0.727988684217701	0.033	0.032	1
PPP2R2A	0.948121640684737	0.263566988246987	0.347	0.4	1
DENND4B	0.948137349820732	-0.872104408839553	0.071	0.071	1
KAT5	0.948367736496958	0.721325120861941	0.227	0.252	1
ZNF566	0.948467919362175	1.37626765424695	0.052	0.052	1
MED4	0.948754868548931	-0.2796845472828	0.333	0.368	1
STAM	0.94895359617998	1.18158794943579	0.085	0.09	1
STK11IP	0.948994431063139	-0.986188125850272	0.046	0.045	1
FCGR1A	0.949095422587288	-0.328995707197937	0.014	0.013	1
AC005165.1	0.949095422587288	-0.545862482922192	0.014	0.013	1
LAMB1	0.949095422587288	1.07440578824333	0.014	0.013	1
LCN12	0.949095422587288	0.796610152366611	0.014	0.013	1
C16orf95	0.949095422587288	-0.286280309817846	0.014	0.013	1
SLC35F2	0.949275634181206	0.921067001026937	0.071	0.071	1
SPTY2D1OS	0.949279116194529	0.339556327018928	0.025	0.026	1
TYRO3	0.949373707043825	1.57556847674037	0.044	0.045	1
DPY19L4	0.949383653920655	1.10445925079055	0.093	0.097	1
SCNN1A	0.949395763973271	0.289683893396698	0.363	0.394	1
AC005332.7	0.949553816568307	0.268568617519657	0.049	0.052	1
AARS2	0.949701143113467	0.490406166589485	0.033	0.032	1
ZNF322	0.949804000188501	1.25198289014384	0.156	0.168	1
LRRC42	0.950527845499571	0.303612356146699	0.142	0.148	1
PNN	0.951458690722709	0.300277477389472	0.407	0.432	1
MAMLD1	0.951637450005226	-0.469882989871385	0.014	0.013	1
GAS8	0.952075002327603	0.257944022630776	0.085	0.09	1
CRBN	0.952145804145315	-0.306440108380326	0.208	0.226	1
ZMYM4	0.952349499061521	0.934319360795095	0.153	0.168	1
CHKB	0.952386880989591	1.066064267133	0.093	0.097	1
NELFA	0.952663590990344	0.799190872252742	0.15	0.161	1
SMPD3	0.952995476522166	0.574174524032433	0.033	0.032	1
C1orf50	0.95303170221942	-1.08340859281663	0.025	0.026	1
NUDT6	0.95303170221942	-1.03736583743741	0.025	0.026	1
ZDHHC8	0.953367133990575	0.733792589110214	0.055	0.058	1
AP3B1	0.953548265883702	0.485871114873028	0.167	0.181	1
STRBP	0.953606470823672	1.58203004171566	0.128	0.135	1
FKBP15	0.953810399686077	0.339751047152558	0.096	0.097	1
APLF	0.95417996962015	-0.690963308415794	0.014	0.013	1
AC008268.1	0.954642947995916	1.36206961176982	0.033	0.032	1
AC044849.1	0.954642947995916	0.300044405896518	0.033	0.032	1
MRTO4	0.954850897825675	1.23428434543236	0.148	0.161	1
ITPRIPL1	0.954908391032153	0.861239171135747	0.025	0.026	1
ZNF550	0.954908391032153	0.563944697413008	0.025	0.026	1
BBIP1	0.955236223502374	0.749228520784671	0.21	0.245	1
ZNF324	0.956290613285088	0.570144520702419	0.033	0.032	1
AC027277.1	0.956387312995175	1.15078671675345	0.052	0.052	1
ZFAND3	0.956439710967395	1.38920306759175	0.183	0.2	1
MCF2L	0.956633114631185	0.926525425979015	0.112	0.116	1
TTLL9	0.956722955614864	-2.81352786444249	0.014	0.013	1
TARSL2	0.956757281484638	1.42634790256629	0.139	0.155	1
TLR5	0.956789144128279	1.06312159031378	0.186	0.206	1
VPS54	0.956810096230354	1.60632342945612	0.115	0.123	1
CCDC130	0.957172675365566	-0.717229221437298	0.142	0.148	1
CIDEB	0.957616886461648	-0.739380878556906	0.049	0.052	1
ZNF180	0.957938465363422	1.2594026447176	0.033	0.032	1
URGCP	0.958319973056154	1.15852351849597	0.085	0.09	1
AC022390.1	0.958662508346855	0.641229701150644	0.025	0.026	1
ANO10	0.959006996989793	-0.268562695508626	0.068	0.071	1
PRX	0.959266382157931	-2.55317769515169	0.014	0.013	1
PWP2	0.95958143758703	1.01964237615879	0.038	0.039	1
IGHA2	0.960539916071916	1.62733299885192	0.025	0.026	1
SYTL1	0.960799670190339	0.348393445377126	0.24	0.265	1
GOLIM4	0.961126315786009	0.715382856371294	0.161	0.174	1
MTR	0.961130495131499	0.705352452163261	0.145	0.148	1
AC008014.1	0.961234701770649	0.981658512298601	0.033	0.032	1
ACYP1	0.961443441995384	1.08636727461835	0.085	0.09	1
HLCS	0.961445306282719	0.772175712892411	0.104	0.11	1
CTBP2	0.961658639508401	0.807402789635673	0.279	0.316	1
CBX4	0.961752874151175	0.963764714833751	0.107	0.11	1
ZNF766	0.961820985413866	1.3759118117505	0.079	0.084	1
GM2A	0.962165508305735	1.29836980745476	0.074	0.077	1
TRIM44	0.962245513721374	0.472723620410581	0.243	0.265	1
NRDC	0.962403278093296	0.911698432719488	0.268	0.303	1
AHI1	0.962627384669622	-0.268784496566935	0.306	0.329	1
CTNS	0.962629572459504	0.941723197308386	0.038	0.039	1
CDH26	0.962751910564986	0.471445998098504	0.156	0.161	1
NECTIN3	0.962883072035406	-0.980420385041332	0.033	0.032	1
CAPRIN2	0.962883072035406	0.40268633934219	0.033	0.032	1
ZNF616	0.962883072035406	1.67829861575896	0.033	0.032	1
FHDC1	0.962895663781303	1.60925039161609	0.079	0.084	1
TJP3	0.962979389077839	1.0086337956403	0.148	0.161	1
COBLL1	0.963090141317716	0.59552689673647	0.202	0.219	1
KIAA2026	0.963090142876709	0.443864593176439	0.202	0.219	1
ANKHD1	0.963271964272245	0.735577454572075	0.109	0.116	1
WIPF1	0.963277489500173	-0.565045160535419	0.074	0.077	1
GNAQ	0.963640116332219	0.338425868870735	0.301	0.323	1
POGK	0.963994839365488	0.333115538346357	0.194	0.213	1
MLH3	0.964022993312834	1.26260184973814	0.142	0.155	1
FBXO36	0.964339460711334	0.832111036496374	0.049	0.052	1
ARHGAP23	0.964406126580571	0.694204118006745	0.093	0.097	1
UCHL3	0.964591754905906	0.957556375017222	0.254	0.284	1
PTGR1	0.964781683595395	0.807784680503904	0.221	0.245	1
TMEM268	0.965122242772314	1.26062510993954	0.063	0.065	1
PSMA3-AS1	0.965217475582847	0.764478942746411	0.32	0.368	1
NOP2	0.965419757051488	0.820915343502404	0.082	0.084	1
NKIRAS1	0.965684295144809	0.322771846124698	0.049	0.052	1
PAN3	0.965727151603067	0.272982595346142	0.156	0.168	1
ERVK3-1	0.965924611275794	0.629803322997023	0.101	0.11	1
TMEM206	0.966173410776393	0.441029683974607	0.025	0.026	1
HMGN3-AS1	0.966173410776393	0.409662746121004	0.025	0.026	1
ZNF333	0.966173410776393	2.45769018775817	0.025	0.026	1
HIF3A	0.966173410776393	0.624222999806893	0.025	0.026	1
LINC00240	0.966474172484211	-1.15265218020862	0.044	0.045	1
CEP89	0.966650515255069	1.33909282378271	0.085	0.09	1
ALDH18A1	0.967019203668025	0.924775509555554	0.131	0.142	1
APBB1	0.967415689924749	0.92487049199965	0.107	0.11	1
HIST2H2BF	0.967829106644818	0.490601864395917	0.033	0.032	1
ZSCAN25	0.967900016384029	-0.449260670357184	0.044	0.045	1
MIR99AHG	0.967918394849487	-0.363148107674203	0.109	0.116	1
PPP1R37	0.967976669157046	0.540332232979474	0.142	0.148	1
ZNF148	0.968028245395746	0.425249430665557	0.221	0.232	1
AC020910.4	0.968051631516583	1.07032376195283	0.025	0.026	1
NUPR2	0.96833879711414	0.641574780570152	0.128	0.135	1
MIR200CHG	0.968341331039489	-0.530106846461069	0.164	0.174	1
TBPL1	0.968447272400667	1.2449760990059	0.137	0.148	1
PIDD1	0.968688686369834	2.33664264296325	0.055	0.058	1
PALM3	0.968728331977753	0.25734158028537	0.063	0.065	1
CEMIP2	0.968837575157872	0.381759117158814	0.199	0.206	1
ARHGAP18	0.96896823978782	-0.510371210458771	0.131	0.135	1
TDRD3	0.969310132836243	1.44833417243435	0.112	0.123	1
ANXA2R	0.969930029499103	1.47637603850746	0.025	0.026	1
TPK1	0.970252202327154	1.28987807629386	0.038	0.039	1
APP	0.970616917958942	0.41945488163609	0.527	0.574	1
SAP30L	0.971243555769184	1.521047951809	0.055	0.058	1
NAA30	0.971702531336598	-0.943065761766641	0.068	0.071	1
ARL6	0.971777076809394	1.14392116901575	0.038	0.039	1
BCAR1	0.971925141707417	0.568196719420079	0.148	0.161	1
LRP1	0.971948755651417	1.22324746468101	0.077	0.077	1
TMEM154	0.97233506072152	1.06260454646134	0.063	0.065	1
WDR77	0.972640744476861	1.12674434436855	0.101	0.11	1
CCSAP	0.97277637913356	-0.304549209803944	0.033	0.032	1
DNAJC21	0.972924544952803	0.542911653952825	0.262	0.277	1
PORCN	0.972956367935212	0.759907231970441	0.057	0.058	1
DLL1	0.973310916577757	-1.51371913729924	0.066	0.065	1
SMAD5	0.973412471783296	1.00755358276906	0.216	0.232	1
UTP23	0.973461018045601	0.681351595994387	0.123	0.129	1
NDUFC1	0.973536403354954	-0.287069057016216	0.587	0.652	1
SURF2	0.974112297033652	0.441557287804661	0.208	0.226	1
PEX26	0.974126942100152	1.04511401213744	0.098	0.103	1
ZNF277	0.974708049480621	0.722899803304542	0.191	0.206	1
RAD50	0.974827129733523	1.56805725367947	0.038	0.039	1
MTRF1	0.974827129733523	1.21093979499968	0.038	0.039	1
KIAA0556	0.975030684212494	-0.42458627126605	0.044	0.045	1
CENPW	0.975427058790723	-1.98219338168738	0.019	0.019	1
POLE2	0.975427058790723	-0.71961600394689	0.019	0.019	1
FOXJ2	0.975471221322654	-0.746158470887425	0.057	0.058	1
ZBED3-AS1	0.976075154582261	-0.573845691274754	0.033	0.032	1
NAT10	0.977475793890816	1.04373559864333	0.068	0.071	1
GAB3	0.977563246152426	-2.20537180533253	0.019	0.019	1
IL17RA	0.977738958586328	0.742858215002678	0.074	0.077	1
CCDC71L	0.977877550793908	1.47880114281048	0.038	0.039	1
TMEM168	0.977882935330357	0.844799787355291	0.123	0.129	1
ZFP91	0.977954850371528	1.26983441534877	0.142	0.148	1
AC245595.1	0.978183732885429	1.17279047022014	0.082	0.084	1
USP48	0.978311606862457	1.11394140441591	0.224	0.245	1
NSMCE2	0.978468448124822	1.13690377345204	0.123	0.135	1
CHAF1A	0.979310079535805	0.279003358600059	0.044	0.045	1
KCNK15	0.979374339281649	-2.26380064797852	0.033	0.032	1
ALS2CL	0.979550141995962	1.64584808962891	0.063	0.065	1
CLPX	0.979772266350452	1.04181241319598	0.158	0.168	1
LMBRD1	0.980621330401347	0.802526510681359	0.276	0.316	1
ACTR5	0.980736683063054	1.24003283093067	0.044	0.045	1
IQCB1	0.981347052683666	0.659247691332552	0.128	0.135	1
SZRD1	0.981538712216107	0.619934552826191	0.251	0.277	1
SBF1	0.982062768940895	0.993991463460392	0.117	0.129	1
WWP2	0.982847749965771	0.734604859480034	0.139	0.148	1
BTBD3	0.983158347030324	2.00090106798609	0.063	0.065	1
MERTK	0.983303271101576	1.46346259954173	0.074	0.077	1
KPNA5	0.983335287821998	1.41128352112283	0.104	0.11	1
IDH3A	0.983570399245658	0.960102219687459	0.172	0.187	1
EIF2S1	0.983906726693678	0.608914557931348	0.284	0.316	1
ZNF445	0.983979318965667	0.876541714566815	0.038	0.039	1
CCDC171	0.983979318965667	0.560823555260381	0.038	0.039	1
IL10RA	0.983979318965667	-0.971289788322653	0.038	0.039	1
ZNF200	0.983979318965667	1.6516480239563	0.038	0.039	1
DNAAF1	0.983979318965667	-1.06688496749811	0.038	0.039	1
SYNJ1	0.983979318965667	1.20899535444089	0.038	0.039	1
ZNF451	0.984307354657855	0.485831824260965	0.219	0.232	1
GNB5	0.984990742464568	0.48273670138094	0.115	0.123	1
VAV2	0.985504921411595	2.10534185617984	0.038	0.039	1
PIK3R4	0.985632175917007	0.859282261267561	0.082	0.084	1
YEATS4	0.985985385663531	1.26838865301231	0.175	0.194	1
MXD4	0.986013529146485	1.40678534642173	0.145	0.155	1
DDX20	0.986443667648147	1.87880321113363	0.044	0.045	1
NR1D1	0.986642265884093	1.43560111137151	0.074	0.077	1
USP20	0.986778051527018	-1.39435766465438	0.052	0.052	1
POLH	0.987030576864616	0.73355282836261	0.038	0.039	1
SLC25A42	0.987030576864616	1.22603305378987	0.038	0.039	1
ZNF738	0.987212321522465	1.6899371311184	0.049	0.052	1
MYLPF	0.988048646219853	-0.253910704405937	0.057	0.058	1
KCTD21	0.988246290461681	-2.50435951070069	0.019	0.019	1
TXLNA	0.988574097723085	0.994583070701085	0.126	0.129	1
MED20	0.989297438356014	1.93014370791573	0.044	0.045	1
INPPL1	0.989780049060687	0.947309602282186	0.134	0.142	1
PRKACB	0.990195294179203	0.772684876377069	0.087	0.09	1
KLRB1	0.990383213574487	0.468638839319817	0.019	0.019	1
SPEF1	0.990383213574487	0.450852720840075	0.019	0.019	1
ZNF527	0.990383213574487	-0.380707616551502	0.019	0.019	1
C2orf69	0.99044831906539	1.32348769758274	0.115	0.123	1
SSBP3	0.990834916188928	1.18169098720749	0.191	0.206	1
CBLB	0.990952977997641	1.04030623997829	0.104	0.11	1
TTC30A	0.99125033654669	1.52421361931943	0.049	0.052	1
BUD31	0.991597958542908	-0.268719115167561	0.377	0.406	1
PIK3CB	0.991748080794469	0.305284454769076	0.077	0.077	1
MRPL32	0.991801273757407	0.254332137395607	0.32	0.355	1
STXBP4	0.992151346000363	1.58208792992495	0.044	0.045	1
PLEKHG1	0.9922593693794	0.416526824406591	0.087	0.09	1
SASS6	0.992520205676948	0.554792848106659	0.019	0.019	1
MELTF-AS1	0.992520205676948	0.871924400008088	0.019	0.019	1
ITGB3	0.992520205676948	0.62496328892701	0.019	0.019	1
ZNF256	0.992520205676948	-0.987480388564821	0.019	0.019	1
YIPF6	0.992624213117169	0.528762876886329	0.27	0.303	1
RALA	0.992856218432914	0.287109864367214	0.205	0.219	1
TMEM104	0.99313361717754	0.511274829766663	0.038	0.039	1
LANCL1	0.993177290940906	1.43799135926286	0.115	0.123	1
FSTL3	0.993474857483848	-0.496037815116563	0.066	0.065	1
SF3A3	0.993905966717382	0.511654929452098	0.202	0.219	1
LRP5	0.994293492813137	0.620066219654321	0.175	0.187	1
HPGDS	0.994657251439572	0.683120601404764	0.019	0.019	1
AL357060.1	0.994657251439572	-1.0085708759034	0.019	0.019	1
GRIP1	0.994657251439572	0.338562852880168	0.019	0.019	1
ZNF222	0.994657251439572	-0.301532601178327	0.019	0.019	1
AGPS	0.994922684370923	1.36761069106628	0.112	0.116	1
EXTL2	0.995005354068974	1.88817626619863	0.044	0.045	1
SPATA2	0.995187770953075	-0.519870015597035	0.063	0.065	1
TBXAS1	0.995596727347171	-0.657932984663513	0.057	0.058	1
RPIA	0.995699566667682	0.347442551496686	0.164	0.174	1
BAZ2B	0.995840890601956	0.414663820951688	0.276	0.297	1
SMG1	0.996302488520644	0.780175429521241	0.238	0.265	1
ZBTB8A	0.996390818641741	0.684067877751334	0.063	0.065	1
TTPAL	0.996432384351218	0.884262038868169	0.044	0.045	1
KLHL26	0.996432384351218	1.27115602721485	0.044	0.045	1
RIOK2	0.996460827956431	-0.478910164730846	0.123	0.129	1
MXRA8	0.996794335531707	2.68112651194846	0.019	0.019	1
PPP2R2B	0.996794335531707	0.31487476790326	0.019	0.019	1
ZKSCAN5	0.996794335531707	2.07875772499336	0.019	0.019	1
SPAG8	0.996794335531707	0.570950381084076	0.019	0.019	1
RDH5	0.996794335531707	0.370829032686882	0.019	0.019	1
BCL11B	0.996794335531707	1.66708906451402	0.019	0.019	1
ZNF529-AS1	0.996794335531707	0.883435603012256	0.019	0.019	1
ZNF841	0.996794335531707	0.698685733657753	0.019	0.019	1
XPO1	0.996982588839387	1.52775488233289	0.178	0.194	1
CPEB4	0.997099885104703	0.52511966461305	0.27	0.29	1
CYB5R2	0.997524648960301	-2.07677488760313	0.033	0.032	1
NAA35	0.997619157251597	1.46979381627385	0.104	0.11	1
RECQL	0.997773609863862	1.45586268522038	0.074	0.077	1
ERAP1	0.997816916154278	1.39207595193069	0.126	0.135	1
VRK1	0.998267139738439	0.489635153236277	0.068	0.071	1
FMO4	0.99893144262188	0.583074724765908	0.019	0.019	1
SLC9A9	0.99893144262188	0.323730612603626	0.019	0.019	1
GPR37	0.99893144262188	0.568226218573869	0.019	0.019	1
ARHGAP19	0.99893144262188	1.19164899372285	0.019	0.019	1
GAS6-AS1	0.99893144262188	0.982591729561129	0.019	0.019	1
PTGER2	0.99893144262188	0.349990020480244	0.019	0.019	1
AL049840.1	0.99893144262188	0.51200944101658	0.019	0.019	1
BPIFA1	0.99893144262188	2.58111022911883	0.019	0.019	1
GNB1	0.999095596480739	0.721119460692319	0.328	0.361	1
PEX13	0.999333394510207	0.342622252076755	0.243	0.271	1
ADGRL1	0.999370957921738	-0.943997234130354	0.057	0.058	1
FAM160A2	1	1.68363815392325	0.115	0.123	1
MICA	1	1.15440023099828	0.068	0.071	1
LMNB2	1	1.56236426508887	0.068	0.071	1
AL645608.3	1	-1.23957543300981	0	0	1
C1QTNF12	1	-1.23957543300981	0	0	1
GABRD	1	-1.23957543300981	0	0	1
SLC2A5	1	-1.23957543300981	0	0	1
C1orf127	1	-1.23957543300981	0	0	1
AL109811.4	1	-1.23957543300981	0	0	1
AL109811.3	1	-1.23957543300981	0	0	1
ANGPTL7	1	-1.23957543300981	0	0	1
AL031731.1	1	-1.23957543300981	0	0	1
DRAXIN	1	-1.23957543300981	0	0	1
TNFRSF8	1	-1.23957543300981	0	0	1
HSPB7	1	-1.23957543300981	0	0	1
PLA2G2A	1	-1.23957543300981	0	0	1
PLA2G5	1	-1.23957543300981	0	0	1
PLA2G2D	1	-1.23957543300981	0	0	1
IL22RA1	1	-1.23957543300981	0	0	1
AL031432.5	1	-1.23957543300981	0	0	1
AL031432.3	1	-1.23957543300981	0	0	1
SLC30A2	1	-1.23957543300981	0	0	1
FAM110D	1	-1.23957543300981	0	0	1
ZNF683	1	-1.23957543300981	0	0	1
AL049795.1	1	-1.23957543300981	0	0	1
GRIK3	1	-1.23957543300981	0	0	1
RSPO1	1	-1.23957543300981	0	0	1
GUCA2B	1	-1.23957543300981	0	0	1
TMEM269	1	-1.23957543300981	0	0	1
KDM4A-AS1	1	-1.23957543300981	0	0	1
RAD54L	1	-1.23957543300981	0	0	1
CYP4A22	1	-1.23957543300981	0	0	1
AL135960.1	1	-1.23957543300981	0	0	1
AL357673.1	1	-1.23957543300981	0	0	1
AC119674.1	1	-1.23957543300981	0	0	1
L1TD1	1	-1.23957543300981	0	0	1
IL23R	1	-1.23957543300981	0	0	1
FPGT-TNNI3K	1	-1.23957543300981	0	0	1
LINC01781	1	-1.23957543300981	0	0	1
LINC01140	1	-1.23957543300981	0	0	1
AC099063.4	1	-1.23957543300981	0	0	1
GBP6	1	-1.23957543300981	0	0	1
AC104836.1	1	-1.23957543300981	0	0	1
PLPPR4	1	-1.23957543300981	0	0	1
RTCA-AS1	1	-1.23957543300981	0	0	1
AL355306.2	1	-1.23957543300981	0	0	1
NTNG1	1	-1.23957543300981	0	0	1
AL390036.1	1	-1.23957543300981	0	0	1
ADORA3	1	-1.23957543300981	0	0	1
LINC01750	1	-1.23957543300981	0	0	1
SLC16A1-AS1	1	-1.23957543300981	0	0	1
CASQ2	1	-1.23957543300981	0	0	1
NHLH2	1	-1.23957543300981	0	0	1
CD101	1	-1.23957543300981	0	0	1
FAM72B	1	-1.23957543300981	0	0	1
FAM72C	1	-1.23957543300981	0	0	1
HIST2H4B	1	-1.23957543300981	0	0	1
CELF3	1	-1.23957543300981	0	0	1
C1orf189	1	-1.23957543300981	0	0	1
AQP10	1	-1.23957543300981	0	0	1
AL139412.1	1	-1.23957543300981	0	0	1
HAPLN2	1	-1.23957543300981	0	0	1
NTRK1	1	-1.23957543300981	0	0	1
FCRL5	1	-1.23957543300981	0	0	1
FCRL3	1	-1.23957543300981	0	0	1
LINC01704	1	-1.23957543300981	0	0	1
CADM3	1	-1.23957543300981	0	0	1
CADM3-AS1	1	-1.23957543300981	0	0	1
AL354714.3	1	-1.23957543300981	0	0	1
AL359541.1	1	-1.23957543300981	0	0	1
CCDC190	1	-1.23957543300981	0	0	1
AL359962.2	1	-1.23957543300981	0	0	1
AL021940.1	1	-1.23957543300981	0	0	1
MROH9	1	-1.23957543300981	0	0	1
DNM3OS	1	-1.23957543300981	0	0	1
SLC9C2	1	-1.23957543300981	0	0	1
APOBEC4	1	-1.23957543300981	0	0	1
COLGALT2	1	-1.23957543300981	0	0	1
PRG4	1	-1.23957543300981	0	0	1
AL596220.1	1	-1.23957543300981	0	0	1
BRINP3	1	-1.23957543300981	0	0	1
AL390957.1	1	-1.23957543300981	0	0	1
NR5A2	1	-1.23957543300981	0	0	1
KIF14	1	-1.23957543300981	0	0	1
IGFN1	1	-1.23957543300981	0	0	1
LMOD1	1	-1.23957543300981	0	0	1
NFASC	1	-1.23957543300981	0	0	1
AL445493.2	1	-1.23957543300981	0	0	1
CR1L	1	-1.23957543300981	0	0	1
CAMK1G	1	-1.23957543300981	0	0	1
HSD11B1	1	-1.23957543300981	0	0	1
NEK2	1	-1.23957543300981	0	0	1
AC096637.2	1	-1.23957543300981	0	0	1
VASH2	1	-1.23957543300981	0	0	1
C1orf143	1	-1.23957543300981	0	0	1
AL445470.1	1	-1.23957543300981	0	0	1
AL391811.1	1	-1.23957543300981	0	0	1
LEFTY2	1	-1.23957543300981	0	0	1
LINC01641	1	-1.23957543300981	0	0	1
GNG4	1	-1.23957543300981	0	0	1
ACTN2	1	-1.23957543300981	0	0	1
RYR2	1	-1.23957543300981	0	0	1
MAP1LC3C	1	-1.23957543300981	0	0	1
BX323046.1	1	-1.23957543300981	0	0	1
AL591848.3	1	-1.23957543300981	0	0	1
OR2L2	1	-1.23957543300981	0	0	1
AC116614.1	1	-1.23957543300981	0	0	1
SNTG2	1	-1.23957543300981	0	0	1
TPO	1	-1.23957543300981	0	0	1
AC007249.2	1	-1.23957543300981	0	0	1
MYCN	1	-1.23957543300981	0	0	1
C2orf70	1	-1.23957543300981	0	0	1
AC104695.3	1	-1.23957543300981	0	0	1
